user_id,date,loan_amount,loan_term,interest_rate,income,credit_score,account_balance,business_revenue,num_employees,collateral_value,debt_to_income,region,is_commercial,default,model_decision,final_decision,officer_id,override_flag
U001,2015-03-01,69968,36,6.01,42628,809,-395,0,0,0,0.44,North,0,0,approve,approve,O010,0
U001,2015-04-01,85415,60,10.08,62328,685,9892,0,0,0,0.28,South,0,0,approve,approve,O003,0
U001,2015-05-01,69914,24,14.75,67203,686,6914,0,0,0,0.42,East,0,0,approve,approve,O002,0
U001,2015-06-01,192613,12,8.84,94371,412,3705,0,0,0,0.81,North,0,0,decline,decline,O002,0
U001,2015-07-01,99325,24,13.87,77321,380,15944,0,0,0,0.22,South,0,0,decline,decline,O001,0
U001,2015-08-01,47114,12,8.21,57928,412,9793,0,0,0,0.51,South,0,0,decline,decline,O008,0
U001,2015-09-01,141127,36,7.2,64401,301,10869,0,0,0,0.29,East,0,0,decline,decline,O003,0
U001,2015-10-01,38957,12,10.74,22322,519,14539,0,0,0,0.57,West,0,0,decline,decline,O003,0
U001,2015-11-01,110443,60,11.03,79372,524,9956,0,0,0,0.79,North,0,0,decline,decline,O006,0
U001,2015-12-01,10000,60,13.37,72914,684,12257,0,0,0,0.8,East,0,1,approve,approve,O008,0
U001,2016-01-01,33590,12,5.76,84243,702,14079,0,0,0,0.29,North,0,0,approve,approve,O009,0
U001,2016-02-01,109843,12,8.99,57119,429,12833,0,0,0,0.83,South,0,0,decline,decline,O009,0
U001,2016-03-01,136923,12,9.86,62560,352,11429,0,0,0,0.57,South,0,0,decline,decline,O004,0
U001,2016-04-01,108568,12,12.22,50373,715,18915,0,0,0,0.38,West,0,0,approve,approve,O005,0
U001,2016-05-01,94217,60,3.52,37038,546,16209,0,0,0,0.67,South,0,1,decline,decline,O002,0
U001,2016-06-01,84944,24,14.93,47954,738,9571,0,0,0,0.49,South,0,0,approve,approve,O009,0
U001,2016-07-01,26073,12,8.64,23613,502,5451,0,0,0,0.4,East,0,0,decline,decline,O008,0
U001,2016-08-01,64007,12,6.35,78292,483,13193,0,0,0,0.66,North,0,0,decline,decline,O003,0
U001,2016-09-01,76968,60,13.6,16502,422,11079,0,0,0,0.3,North,0,0,decline,decline,O009,0
U001,2016-10-01,152856,60,11.97,100642,700,18544,0,0,0,0.36,East,0,0,approve,decline,O003,1
U001,2016-11-01,117180,36,14.44,24717,593,14937,0,0,0,0.45,West,0,0,decline,approve,O009,1
U001,2016-12-01,11847,12,6.97,89997,579,13821,0,0,0,0.3,North,0,0,decline,decline,O002,0
U001,2017-01-01,116204,36,9.63,41838,497,10064,0,0,0,0.42,South,0,0,decline,decline,O010,0
U001,2017-02-01,80745,60,9.87,71220,810,5621,0,0,0,0.56,North,0,0,approve,decline,O009,1
U001,2017-03-01,66153,60,14.76,44951,443,9010,0,0,0,0.69,South,0,0,decline,approve,O008,1
U001,2017-04-01,130583,24,3.9,93474,500,12384,0,0,0,0.71,West,0,0,decline,approve,O009,1
U001,2017-05-01,151549,12,6.67,60874,423,1352,0,0,0,0.76,East,0,0,decline,approve,O005,1
U001,2017-06-01,146564,36,5.29,81473,486,16208,0,0,0,0.7,North,0,0,decline,approve,O002,1
U001,2017-07-01,58039,60,6.22,61520,625,20335,0,0,0,0.64,East,0,1,approve,approve,O008,0
U001,2017-08-01,84539,60,8.82,67059,763,275,0,0,0,0.29,North,0,0,approve,approve,O006,0
U001,2017-09-01,116563,36,7.47,72322,648,2998,0,0,0,0.42,South,0,0,approve,approve,O008,0
U001,2017-10-01,148777,24,7.74,49425,702,11148,0,0,0,0.48,East,0,0,approve,approve,O005,0
U001,2017-11-01,76041,60,13.13,34394,645,7087,0,0,0,0.17,North,0,1,approve,decline,O010,1
U001,2017-12-01,90717,12,14.16,33967,810,11304,0,0,0,0.52,South,0,0,approve,approve,O002,0
U001,2018-01-01,44683,60,3.84,61016,446,9641,0,0,0,0.45,East,0,0,decline,decline,O006,0
U001,2018-02-01,40189,12,5.51,50227,447,4880,0,0,0,0.74,East,0,0,decline,decline,O005,0
U001,2018-03-01,140626,36,11.05,17082,788,16442,0,0,0,0.88,North,0,0,approve,decline,O005,1
U001,2018-04-01,167812,12,7.3,70258,637,12322,0,0,0,0.54,North,0,1,approve,approve,O001,0
U001,2018-05-01,96399,36,6.05,35630,772,7201,0,0,0,0.36,North,0,1,approve,approve,O002,0
U001,2018-06-01,150176,12,6.54,36793,450,17525,0,0,0,0.13,South,0,0,decline,decline,O008,0
U001,2018-07-01,118081,36,6.87,59167,714,7457,0,0,0,0.84,North,0,0,approve,approve,O003,0
U001,2018-08-01,67744,12,13.18,41997,597,3790,0,0,0,0.84,East,0,1,decline,decline,O010,0
U001,2018-09-01,118069,24,4.64,62450,562,10917,0,0,0,0.3,East,0,0,decline,decline,O003,0
U001,2018-10-01,176901,12,11.51,99469,443,11765,0,0,0,0.66,North,0,0,decline,decline,O008,0
U001,2018-11-01,98208,12,9.63,52418,645,12659,0,0,0,0.16,North,0,0,approve,decline,O008,1
U001,2018-12-01,178232,24,6.56,38808,301,13481,0,0,0,0.23,West,0,0,decline,approve,O002,1
U001,2019-01-01,10000,60,8.04,63630,603,12580,0,0,0,0.27,East,0,1,approve,approve,O008,0
U001,2019-02-01,141095,60,6.07,44495,553,12377,0,0,0,0.34,South,0,1,decline,approve,O001,1
U001,2019-03-01,104352,12,10.34,60475,752,7131,0,0,0,0.9,West,0,1,approve,approve,O006,0
U001,2019-04-01,85049,24,3.98,66312,336,6596,0,0,0,0.66,North,0,0,decline,decline,O008,0
U001,2019-05-01,104588,12,3.06,59296,459,13711,0,0,0,0.41,North,0,1,decline,decline,O003,0
U001,2019-06-01,10000,36,10.53,61131,308,11217,0,0,0,0.69,East,0,0,decline,decline,O008,0
U001,2019-07-01,89016,36,5.33,63841,532,14101,0,0,0,0.83,North,0,0,decline,decline,O001,0
U001,2019-08-01,117855,12,3.85,91942,398,1463,0,0,0,0.87,South,0,0,decline,decline,O009,0
U001,2019-09-01,173894,60,7.76,54941,507,7496,0,0,0,0.15,East,0,1,decline,decline,O009,0
U001,2019-10-01,74086,60,3.61,62548,430,19535,0,0,0,0.42,North,0,1,decline,decline,O005,0
U001,2019-11-01,59575,12,13.64,77336,703,12762,0,0,0,0.19,East,0,0,approve,approve,O010,0
U001,2019-12-01,74912,12,3.33,69420,451,11477,0,0,0,0.37,North,0,1,decline,decline,O004,0
U002,2012-01-01,91644,12,4.14,0,415,0,1831203,236,318341,0.46,South,1,0,decline,decline,O006,0
U002,2012-02-01,107335,36,10.83,0,402,0,2110956,198,190586,0.37,North,1,1,decline,approve,O001,1
U002,2012-03-01,160325,60,6.75,0,493,0,2786969,485,335925,0.56,East,1,1,decline,decline,O004,0
U002,2012-04-01,59153,24,7.79,0,465,0,1108866,486,284617,0.17,West,1,0,decline,decline,O001,0
U002,2012-05-01,118433,12,13.3,0,389,0,936890,274,93910,0.87,East,1,1,decline,approve,O002,1
U002,2012-06-01,80333,36,3.11,0,421,0,2138087,381,107196,0.61,North,1,0,decline,decline,O005,0
U002,2012-07-01,101437,12,10.06,0,442,0,1741599,495,192770,0.7,East,1,0,decline,decline,O008,0
U002,2012-08-01,163922,12,10.18,0,405,0,2926720,443,117899,0.24,East,1,0,decline,decline,O008,0
U002,2012-09-01,109554,24,7.76,0,727,0,2487359,143,226172,0.43,North,1,0,approve,approve,O003,0
U002,2012-10-01,102321,60,5.84,0,604,0,2555379,220,148626,0.44,East,1,0,approve,approve,O004,0
U002,2012-11-01,32007,12,5.82,0,616,0,1895518,69,240227,0.76,North,1,0,approve,approve,O010,0
U002,2012-12-01,137312,36,13.6,0,308,0,4355580,437,391170,0.1,North,1,0,decline,decline,O006,0
U002,2013-01-01,132274,36,8.3,0,372,0,1162252,386,245062,0.34,West,1,0,decline,decline,O010,0
U002,2013-02-01,208162,60,6.97,0,658,0,2610809,404,219703,0.88,South,1,0,approve,approve,O003,0
U002,2013-03-01,84611,36,8.39,0,522,0,730310,459,288824,0.48,South,1,0,decline,decline,O002,0
U002,2013-04-01,110957,60,11.03,0,715,0,926532,440,180358,0.41,East,1,0,approve,approve,O006,0
U002,2013-05-01,112469,36,4.75,0,669,0,1392654,373,334341,0.2,East,1,0,approve,decline,O005,1
U002,2013-06-01,178872,24,8.39,0,563,0,3629323,373,299521,0.88,West,1,0,decline,decline,O010,0
U002,2013-07-01,95235,12,10.05,0,617,0,2263894,466,253886,0.12,West,1,0,approve,approve,O005,0
U002,2013-08-01,113951,24,14.38,0,383,0,1409521,222,265431,0.69,West,1,0,decline,approve,O010,1
U002,2013-09-01,130394,12,6.03,0,617,0,2374436,225,454174,0.71,North,1,0,approve,approve,O005,0
U002,2013-10-01,109330,12,7.31,0,410,0,2035147,235,344231,0.29,West,1,0,decline,decline,O010,0
U002,2013-11-01,77678,12,7.55,0,550,0,1508026,479,469952,0.64,West,1,0,decline,decline,O005,0
U002,2013-12-01,109704,24,10.27,0,682,0,603371,140,303203,0.17,East,1,0,approve,approve,O003,0
U002,2014-01-01,153681,12,7.28,0,306,0,3438542,85,102830,0.31,West,1,1,decline,decline,O007,0
U002,2014-02-01,48674,24,9.4,0,758,0,2209818,485,223782,0.73,North,1,1,approve,decline,O006,1
U002,2014-03-01,106648,60,12.38,0,383,0,4173738,295,79979,0.79,North,1,1,decline,decline,O004,0
U002,2014-04-01,64993,36,11.46,0,507,0,2940321,483,302830,0.59,East,1,1,decline,decline,O002,0
U002,2014-05-01,159752,36,8.36,0,689,0,2551319,286,324540,0.51,West,1,0,approve,approve,O009,0
U002,2014-06-01,23840,12,13.37,0,613,0,1564795,165,161408,0.23,West,1,0,approve,approve,O001,0
U002,2014-07-01,72053,24,9.7,0,321,0,904654,257,184436,0.15,North,1,0,decline,decline,O004,0
U002,2014-08-01,118860,36,9.48,0,709,0,1782269,227,264875,0.19,West,1,0,approve,approve,O001,0
U002,2014-09-01,178276,24,3.41,0,814,0,875707,199,130189,0.28,West,1,0,approve,approve,O006,0
U002,2014-10-01,96712,24,14.84,0,426,0,2650190,426,122684,0.37,West,1,0,decline,decline,O004,0
U002,2014-11-01,72240,12,4.48,0,313,0,3632652,478,373863,0.4,South,1,0,decline,decline,O005,0
U002,2014-12-01,194057,36,5.77,0,311,0,1739087,172,261471,0.38,East,1,0,decline,decline,O005,0
U002,2015-01-01,27599,12,3.62,0,386,0,2944490,189,194189,0.29,South,1,0,decline,decline,O009,0
U002,2015-02-01,10000,12,10.68,0,823,0,1310770,43,80788,0.51,East,1,0,approve,approve,O001,0
U002,2015-03-01,122000,36,5.7,0,836,0,1697533,50,335235,0.76,North,1,1,approve,decline,O002,1
U002,2015-04-01,74897,36,5.16,0,600,0,1185036,316,181548,0.32,West,1,0,approve,decline,O006,1
U002,2015-05-01,48938,60,4.06,0,542,0,-133133,440,436068,0.85,East,1,1,decline,approve,O005,1
U002,2015-06-01,135417,60,4.24,0,421,0,1963466,347,335931,0.8,South,1,0,decline,approve,O007,1
U002,2015-07-01,112190,24,10.02,0,446,0,2128451,323,169185,0.23,West,1,1,decline,decline,O003,0
U002,2015-08-01,71796,36,11.26,0,655,0,3065860,84,178452,0.73,North,1,0,approve,approve,O003,0
U002,2015-09-01,35984,60,7.77,0,608,0,2795438,450,422185,0.56,East,1,0,approve,approve,O010,0
U002,2015-10-01,143622,24,8.76,0,587,0,2808952,288,241574,0.55,East,1,0,decline,decline,O002,0
U002,2015-11-01,132510,24,11.23,0,606,0,1025963,185,198668,0.41,East,1,0,approve,approve,O003,0
U002,2015-12-01,95041,24,3.21,0,848,0,2459497,393,252772,0.5,West,1,0,approve,approve,O010,0
U002,2016-01-01,192331,60,6.88,0,651,0,3582593,159,198208,0.42,South,1,0,approve,approve,O001,0
U002,2016-02-01,46495,36,14.68,0,611,0,2379867,282,274104,0.53,South,1,0,approve,approve,O005,0
U002,2016-03-01,23723,12,9.96,0,358,0,3828593,334,242417,0.6,East,1,0,decline,decline,O005,0
U002,2016-04-01,65404,24,6.05,0,334,0,4018966,117,337550,0.64,North,1,0,decline,approve,O007,1
U002,2016-05-01,97720,60,9.26,0,744,0,1731531,148,211142,0.53,North,1,1,approve,approve,O004,0
U002,2016-06-01,112166,60,7.11,0,392,0,1303060,359,161518,0.68,South,1,0,decline,decline,O003,0
U002,2016-07-01,87938,12,9.39,0,506,0,1238537,280,215101,0.21,North,1,0,decline,decline,O001,0
U002,2016-08-01,117602,12,4.51,0,652,0,483864,356,214491,0.27,South,1,0,approve,approve,O008,0
U002,2016-09-01,37423,60,4.59,0,631,0,1481597,428,242246,0.75,East,1,0,approve,approve,O003,0
U002,2016-10-01,172188,36,4.72,0,458,0,3207665,298,313454,0.36,South,1,0,decline,decline,O002,0
U002,2016-11-01,95892,12,14.28,0,323,0,-204037,221,307990,0.12,South,1,1,decline,approve,O004,1
U002,2016-12-01,155864,60,11.79,0,703,0,962546,390,369965,0.22,East,1,1,approve,approve,O003,0
U002,2017-01-01,117136,12,4.95,0,815,0,1872868,281,168851,0.28,North,1,0,approve,approve,O001,0
U002,2017-02-01,122837,36,5.26,0,663,0,1122814,427,288872,0.87,South,1,0,approve,approve,O003,0
U002,2017-03-01,128488,24,11.77,0,681,0,1472714,75,322731,0.56,South,1,1,approve,decline,O002,1
U002,2017-04-01,122385,12,4.87,0,831,0,1487670,492,182577,0.85,East,1,0,approve,approve,O008,0
U002,2017-05-01,132136,36,5.81,0,451,0,1742459,433,229236,0.56,North,1,0,decline,decline,O006,0
U002,2017-06-01,166457,60,14.56,0,719,0,1270545,257,75002,0.48,South,1,0,approve,approve,O009,0
U002,2017-07-01,109826,12,6.06,0,549,0,1188786,165,340685,0.35,East,1,0,decline,decline,O008,0
U002,2017-08-01,135450,12,10.94,0,416,0,2934309,56,228450,0.59,South,1,0,decline,decline,O010,0
U002,2017-09-01,95513,60,14.74,0,811,0,3049654,432,330656,0.21,West,1,1,approve,approve,O003,0
U002,2017-10-01,172005,24,7.49,0,634,0,619456,463,270604,0.82,East,1,0,approve,approve,O005,0
U002,2017-11-01,66180,60,3.21,0,717,0,-759597,210,231483,0.76,North,1,0,approve,approve,O007,0
U002,2017-12-01,190047,12,5.93,0,594,0,3063374,157,90719,0.35,North,1,1,decline,approve,O005,1
U002,2018-01-01,97992,60,12.97,0,670,0,771199,133,108504,0.86,North,1,0,approve,approve,O008,0
U002,2018-02-01,28461,36,13.38,0,485,0,2212744,10,-9314,0.76,North,1,0,decline,approve,O005,1
U002,2018-03-01,106405,60,12.22,0,545,0,434328,465,193738,0.63,South,1,0,decline,decline,O001,0
U002,2018-04-01,65947,12,4.36,0,567,0,3297754,256,477824,0.2,South,1,0,decline,approve,O005,1
U002,2018-05-01,142032,60,12.55,0,536,0,4543667,352,121205,0.48,North,1,0,decline,decline,O004,0
U002,2018-06-01,67368,24,14.02,0,829,0,2182806,137,-13143,0.5,North,1,0,approve,approve,O006,0
U002,2018-07-01,77690,60,10.21,0,320,0,1905897,200,346266,0.29,North,1,0,decline,decline,O003,0
U002,2018-08-01,10000,24,14.29,0,819,0,1677860,76,486371,0.16,South,1,0,approve,decline,O005,1
U002,2018-09-01,77384,36,12.92,0,399,0,2781799,13,279792,0.72,North,1,0,decline,decline,O002,0
U002,2018-10-01,10000,24,11.0,0,777,0,2567686,451,278873,0.2,North,1,0,approve,decline,O006,1
U002,2018-11-01,20804,60,9.93,0,597,0,3003498,418,219011,0.58,West,1,0,decline,decline,O006,0
U002,2018-12-01,138020,12,7.18,0,825,0,1372083,312,70574,0.85,West,1,1,approve,approve,O005,0
U002,2019-01-01,139290,24,4.91,0,633,0,2340117,303,104928,0.8,North,1,0,approve,approve,O006,0
U002,2019-02-01,121272,36,10.26,0,301,0,1457531,152,218324,0.32,East,1,0,decline,decline,O007,0
U002,2019-03-01,51651,24,6.82,0,674,0,942284,200,199154,0.78,North,1,0,approve,approve,O005,0
U002,2019-04-01,97614,24,13.4,0,592,0,1958984,30,238482,0.1,West,1,0,decline,approve,O001,1
U002,2019-05-01,99819,24,14.92,0,617,0,1077487,236,332932,0.11,East,1,0,approve,approve,O008,0
U002,2019-06-01,42081,36,12.03,0,801,0,3173726,322,191816,0.58,East,1,1,approve,approve,O004,0
U002,2019-07-01,175169,60,4.09,0,680,0,1138079,126,334971,0.39,North,1,0,approve,approve,O009,0
U002,2019-08-01,143868,24,6.46,0,313,0,2363545,446,192471,0.41,West,1,1,decline,approve,O010,1
U002,2019-09-01,88951,24,4.31,0,803,0,1396577,311,353823,0.55,West,1,0,approve,approve,O006,0
U002,2019-10-01,101344,12,10.81,0,530,0,2277062,151,258636,0.25,East,1,0,decline,decline,O001,0
U002,2019-11-01,110419,36,12.18,0,383,0,1476003,493,206416,0.27,North,1,0,decline,decline,O003,0
U002,2019-12-01,10000,24,14.11,0,429,0,742788,469,256929,0.49,South,1,0,decline,decline,O003,0
U003,2011-01-01,95819,36,13.16,57370,440,12777,0,0,0,0.32,South,0,0,decline,decline,O008,0
U003,2011-02-01,10000,60,3.28,76520,382,5406,0,0,0,0.75,South,0,0,decline,decline,O008,0
U003,2011-03-01,233675,36,13.78,51264,476,7913,0,0,0,0.26,South,0,0,decline,decline,O001,0
U003,2011-04-01,147841,24,12.4,27868,497,8524,0,0,0,0.38,South,0,0,decline,decline,O010,0
U003,2011-05-01,204117,36,12.36,94991,720,14879,0,0,0,0.37,East,0,0,approve,approve,O002,0
U003,2011-06-01,42134,60,8.5,87629,700,14592,0,0,0,0.88,East,0,0,approve,decline,O008,1
U003,2011-07-01,88908,60,7.78,34154,770,3771,0,0,0,0.79,East,0,1,approve,approve,O001,0
U003,2011-08-01,133720,60,6.63,73794,517,10274,0,0,0,0.66,East,0,0,decline,decline,O008,0
U003,2011-09-01,126819,24,3.79,49940,474,6452,0,0,0,0.68,North,0,0,decline,decline,O008,0
U003,2011-10-01,115346,36,5.74,65269,322,3707,0,0,0,0.55,East,0,0,decline,decline,O002,0
U003,2011-11-01,10000,36,5.96,65884,534,8914,0,0,0,0.86,South,0,0,decline,approve,O004,1
U003,2011-12-01,14378,60,8.81,55311,312,8457,0,0,0,0.5,West,0,1,decline,decline,O006,0
U003,2012-01-01,175876,36,11.97,44324,400,22133,0,0,0,0.4,East,0,0,decline,decline,O009,0
U003,2012-02-01,184766,12,8.69,46189,835,12164,0,0,0,0.23,North,0,0,approve,decline,O008,1
U003,2012-03-01,94667,12,3.69,41676,822,3111,0,0,0,0.73,South,0,0,approve,approve,O008,0
U003,2012-04-01,169521,12,14.49,43363,751,7176,0,0,0,0.69,West,0,0,approve,approve,O007,0
U003,2012-05-01,48838,36,14.31,58656,730,15106,0,0,0,0.41,West,0,0,approve,decline,O009,1
U003,2012-06-01,60278,24,12.42,45684,832,20442,0,0,0,0.12,East,0,0,approve,approve,O002,0
U003,2012-07-01,44885,24,14.9,73641,592,2070,0,0,0,0.77,West,0,0,decline,decline,O003,0
U003,2012-08-01,57504,24,9.53,89744,400,600,0,0,0,0.11,East,0,0,decline,decline,O010,0
U003,2012-09-01,136134,24,14.55,48398,801,19354,0,0,0,0.66,East,0,0,approve,approve,O008,0
U003,2012-10-01,56882,12,3.91,64788,603,11948,0,0,0,0.88,South,0,1,approve,approve,O006,0
U003,2012-11-01,211987,12,7.39,69993,839,5658,0,0,0,0.45,South,0,1,approve,approve,O010,0
U003,2012-12-01,123003,60,5.7,69440,654,12673,0,0,0,0.29,North,0,0,approve,approve,O009,0
U003,2013-01-01,154226,36,5.35,61519,602,-3178,0,0,0,0.66,South,0,0,approve,decline,O010,1
U003,2013-02-01,124497,36,4.69,74853,795,10016,0,0,0,0.75,South,0,0,approve,approve,O004,0
U003,2013-03-01,160713,24,10.47,69644,526,11639,0,0,0,0.54,East,0,0,decline,decline,O008,0
U003,2013-04-01,56600,12,12.38,35246,535,14621,0,0,0,0.87,South,0,0,decline,decline,O010,0
U003,2013-05-01,172346,24,9.94,77383,754,4930,0,0,0,0.14,East,0,1,approve,approve,O003,0
U003,2013-06-01,107046,60,4.76,77745,312,10428,0,0,0,0.5,East,0,1,decline,decline,O003,0
U003,2013-07-01,160463,36,12.73,44734,509,5372,0,0,0,0.67,South,0,0,decline,decline,O008,0
U003,2013-08-01,28021,36,10.63,60758,696,11276,0,0,0,0.79,North,0,0,approve,approve,O005,0
U003,2013-09-01,109029,24,7.66,73666,399,5523,0,0,0,0.24,North,0,0,decline,approve,O003,1
U003,2013-10-01,107261,60,11.09,55813,330,7959,0,0,0,0.74,West,0,0,decline,approve,O010,1
U003,2013-11-01,69038,36,6.12,81459,827,5020,0,0,0,0.54,West,0,0,approve,approve,O001,0
U003,2013-12-01,115655,60,7.14,107277,628,13255,0,0,0,0.42,South,0,0,approve,approve,O003,0
U003,2014-01-01,176980,60,14.01,44280,465,14292,0,0,0,0.21,North,0,0,decline,decline,O009,0
U003,2014-02-01,65192,24,6.49,32379,758,8826,0,0,0,0.79,East,0,0,approve,approve,O005,0
U003,2014-03-01,148092,12,8.64,66076,399,10191,0,0,0,0.23,West,0,0,decline,decline,O010,0
U003,2014-04-01,43628,24,13.68,74431,472,2757,0,0,0,0.35,East,0,1,decline,decline,O002,0
U003,2014-05-01,205472,12,11.49,55382,461,8501,0,0,0,0.33,West,0,0,decline,decline,O007,0
U003,2014-06-01,139230,60,3.75,89065,562,9748,0,0,0,0.8,South,0,0,decline,approve,O002,1
U003,2014-07-01,186255,12,4.77,33227,573,23103,0,0,0,0.64,North,0,0,decline,approve,O004,1
U003,2014-08-01,133603,60,3.09,73858,302,4440,0,0,0,0.74,West,0,0,decline,decline,O007,0
U003,2014-09-01,119530,36,10.57,47882,327,17320,0,0,0,0.3,North,0,0,decline,decline,O004,0
U003,2014-10-01,139646,36,8.37,94387,625,14984,0,0,0,0.6,East,0,0,approve,approve,O007,0
U003,2014-11-01,93177,36,4.61,99850,448,11403,0,0,0,0.56,South,0,1,decline,approve,O007,1
U003,2014-12-01,19108,24,14.5,44666,839,18793,0,0,0,0.77,North,0,0,approve,decline,O001,1
U003,2015-01-01,122369,24,9.36,49008,787,11860,0,0,0,0.82,South,0,1,approve,approve,O006,0
U003,2015-02-01,62224,60,5.9,77191,737,11945,0,0,0,0.11,North,0,0,approve,approve,O009,0
U003,2015-03-01,44916,36,9.01,52257,364,9734,0,0,0,0.64,East,0,0,decline,approve,O002,1
U003,2015-04-01,131814,24,11.16,59091,655,16117,0,0,0,0.14,East,0,0,approve,approve,O003,0
U003,2015-05-01,86044,36,3.91,60507,832,15482,0,0,0,0.54,South,0,0,approve,decline,O010,1
U003,2015-06-01,151385,24,6.3,21606,551,6871,0,0,0,0.33,East,0,0,decline,decline,O005,0
U003,2015-07-01,60552,12,12.68,59723,534,3403,0,0,0,0.35,West,0,0,decline,decline,O009,0
U003,2015-08-01,76458,12,8.52,46205,526,8985,0,0,0,0.38,North,0,0,decline,approve,O004,1
U003,2015-09-01,157514,36,9.56,50137,824,5999,0,0,0,0.6,East,0,1,approve,approve,O001,0
U003,2015-10-01,113992,60,8.19,88872,612,9682,0,0,0,0.37,West,0,1,approve,approve,O004,0
U003,2015-11-01,26133,24,3.53,34869,348,16187,0,0,0,0.69,South,0,1,decline,decline,O006,0
U003,2015-12-01,112888,24,4.99,76264,417,7713,0,0,0,0.42,West,0,0,decline,decline,O005,0
U003,2016-01-01,174061,12,8.35,54420,353,9785,0,0,0,0.15,South,0,0,decline,approve,O001,1
U003,2016-02-01,76071,12,5.51,54404,343,10290,0,0,0,0.73,South,0,0,decline,decline,O004,0
U003,2016-03-01,129902,60,3.6,75807,352,14242,0,0,0,0.33,North,0,0,decline,decline,O006,0
U003,2016-04-01,57530,60,13.12,66801,824,-1234,0,0,0,0.45,North,0,0,approve,approve,O010,0
U003,2016-05-01,93160,60,14.77,71412,401,6966,0,0,0,0.65,West,0,0,decline,decline,O010,0
U003,2016-06-01,154491,36,12.52,79363,697,11056,0,0,0,0.37,North,0,0,approve,approve,O004,0
U003,2016-07-01,110961,12,13.25,53373,437,16000,0,0,0,0.15,North,0,0,decline,decline,O009,0
U003,2016-08-01,164463,36,5.9,47755,686,7540,0,0,0,0.4,North,0,1,approve,decline,O005,1
U003,2016-09-01,121265,12,14.53,38296,410,617,0,0,0,0.86,West,0,0,decline,approve,O008,1
U003,2016-10-01,210936,12,5.36,43491,316,13098,0,0,0,0.61,East,0,0,decline,decline,O009,0
U003,2016-11-01,21754,24,14.42,118981,481,6823,0,0,0,0.64,North,0,0,decline,decline,O010,0
U003,2016-12-01,89140,12,14.94,84893,835,4051,0,0,0,0.61,North,0,1,approve,approve,O005,0
U003,2017-01-01,45773,12,11.54,32978,840,6878,0,0,0,0.26,West,0,0,approve,approve,O006,0
U003,2017-02-01,49187,36,14.77,33550,470,9077,0,0,0,0.43,East,0,0,decline,decline,O001,0
